Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
Abilities\StrandTriggerParams.cs,Abilities,StrandTriggerParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class StrandTriggerParams,5,0,day:int; extraDay:int; ExtraDay:int; StrandDay:int; Desc:string,,,333
Abilities\StuffAbility.cs,Abilities,StuffAbility.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class StuffAbility; class StuffAbility; struct _003COnEaten_003Ed__3; struct _003COnEating_003Ed__2; struct _003COnRemoved_003Ed__4,16,11,Data:T; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:StuffAbility; eater:Animal; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder<bool>; _003C_003E4__this:StuffAbility; eater:Animal; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:StuffAbility; _003C_003Eu__1:UniTask.Awaiter; Owner:Stuff,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnEating():UniTask<bool>; OnEaten():UniTask; OnRemoved():UniTask; GetCustomRemoveGold():int; CanAddToCell():bool,,3640
Abilities\StuffAbilityComp.cs,Abilities,StuffAbilityComp.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class StuffAbilityComp; struct _003COnEaten_003Ed__2; struct _003COnEating_003Ed__1; struct _003COnRemoved_003Ed__3,18,11,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:StuffAbilityComp; eater:Animal; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder<bool>; _003C_003E4__this:StuffAbilityComp; eater:Animal; _003Ci_003E5__2:int; _003C_003E7__wrap2:bool; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:StuffAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; InitializeAbility():void; OnEating():UniTask<bool>; OnEaten():UniTask; OnRemoved():UniTask; Create():StuffAbilityComp,,3682
Abilities\StuffEffect.cs,Abilities,StuffEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class StuffEffect; class StuffEffect,1,4,Owner:Stuff,OnEating():UniTask<bool>; OnRemoved():UniTask; GetCustomRemoveGold():int; CanAddToCell():bool,,648
Abilities\SubcutaneousFatBuff.cs,Abilities,SubcutaneousFatBuff.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class SubcutaneousFatBuff,4,5,stackCount:int; multiplierBonus:int; StackCount:int; StackDesc:string,OnInit():void; OnDestroy():void; OnStack():void; UpdateMultiplier():void; OnComputeAddMoneyEvent():void,,638
Abilities\SubcutaneousFatBuffParams.cs,Abilities,SubcutaneousFatBuffParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SubcutaneousFatBuffParams,2,0,mul:int; stack:int,,,149
Abilities\SurfboardAbilityEffect.cs,Abilities,SurfboardAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurfboardAbilityEffect; struct _003COnActive_003Ed__1,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:SurfboardAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; animals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1416
Abilities\SurfboardAbilityEffectParams.cs,Abilities,SurfboardAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurfboardAbilityEffectParams,1,0,money:int,,,131
Abilities\SurfGlassesAbilityEffect.cs,Abilities,SurfGlassesAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurfGlassesAbilityEffect,1,4,SurfGlassesCountKey:string,OnInit():void; OnItemStack():void; OnDestroy():void; SetItemActive():void,,424
Abilities\SurfGlassesAbilityEffectParams.cs,Abilities,SurfGlassesAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurfGlassesAbilityEffectParams,1,0,count:int,,,133
Abilities\SurvivalManualAbilityEffect.cs,Abilities,SurvivalManualAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurvivalManualAbilityEffect,1,3,SurvivalManualCountKey:string,OnInit():void; OnDestroy():void; SetItemActive():void,,383
Abilities\SurvivalManualAbilityEffectParams.cs,Abilities,SurvivalManualAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SurvivalManualAbilityEffectParams,1,0,count:int,,,181
Abilities\SwanAbilityEffect.cs,Abilities,SwanAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SwanAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:SwanAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1327
Abilities\SwanAbilityParams.cs,Abilities,SwanAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class SwanAbilityParams,3,0,count:int; money:int; puddleMoney:int,,,172
Abilities\TalentAbility.cs,Abilities,TalentAbility.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class TalentAbility; class TalentAbility,2,0,Data:T; Owner:Talent,,,225
Abilities\TalentAbilityComp.cs,Abilities,TalentAbilityComp.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class TalentAbilityComp,0,2,,GetDesc():string; Create():TalentAbilityComp,,249
Abilities\TalentEffect.cs,Abilities,TalentEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TalentEffect; class TalentEffect,1,1,Owner:Talent,ComputeProbability():float,,366
Abilities\TanukiAbilityEffect.cs,Abilities,TanukiAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TanukiAbilityEffect; struct _003COnActive_003Ed__1,10,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TanukiAbilityEffect; _003Cindex_003E5__2:int; _003C_003E7__wrap2:List<Animal>.Enumerator; _003Canimal_003E5__4:Animal; _003CanimalSO_003E5__5:AnimalSO; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<Animal>.Awaiter; rng:Rng,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1671
Abilities\TanukiAbilityParams.cs,Abilities,TanukiAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TanukiAbilityParams,5,0,count:int; rareProp:float; superProp:float; ultraProp:float; superUltraProp:float,,,242
Abilities\TherizinosaurAbilityEffect.cs,Abilities,TherizinosaurAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TherizinosaurAbilityEffect,1,4,floatingTarget:HidenFloatingTarget,OnInit():void; OnDestroy():void; OnActive():UniTask; OnAddValue():void,,508
Abilities\TherizinosaurAbilityEffectParams.cs,Abilities,TherizinosaurAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TherizinosaurAbilityEffectParams,1,0,mul:int,,,133
Abilities\ThermostatAbilityEffectAbilityEffect.cs,Abilities,ThermostatAbilityEffectAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ThermostatAbilityEffectAbilityEffect; struct _003COnActive_003Ed__2,5,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ThermostatAbilityEffectAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; animals:List<Animal>,MoveNext():void; SetStateMachine():void; OnNightUpdate():UniTask; OnActive():UniTask,,1498
Abilities\ThiefCatAbilityEffect.cs,Abilities,ThiefCatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ThiefCatAbilityEffect,1,6,count:int,OnInit():void; OnDestroy():void; OnStageStart():UniTask; OnHeroActive():UniTask; OnCheckTarget():bool; OnRefreshShop():void,,700
Abilities\ThiefCatAbilityEffectParams.cs,Abilities,ThiefCatAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ThiefCatAbilityEffectParams,2,0,resetCount:int; getItemSound:UISoundSO,,,195
Abilities\TickTrigger.cs,Abilities,TickTrigger.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TickTrigger; class TickTrigger; struct _003CNextTick_003Ed__9; struct _003COnDayUpdate_003Ed__7,14,15,AllowMultiple:bool; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TickTrigger<T>; tick:int; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TickTrigger<T>; _003C_003Eu__1:UniTask.Awaiter; tickCount:int; TickCount:int; EnableTick:bool,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnDayUpdate():UniTask; OnVisible():void; NextTick():UniTask; AddTick():void; ShowTickText():void; HideTickText():void; SetTickCount():void; OnTick():UniTask<bool>; ComputTickCount():int,,3337
Abilities\TickTriggerParams.cs,Abilities,TickTriggerParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TickTriggerParams,3,0,tickType:TickType; tickCount:int; activeOnInit:bool,,,232
Abilities\TickType.cs,Abilities,TickType.cs,能力系统,枚举或类型标识定义,Shepherd.Abilities,enum TickType,0,0,,,TickType=OneTime = 0|Loop = 1,95
Abilities\TigerAbilityEffect.cs,Abilities,TigerAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TigerAbilityEffect; struct _003COnActive_003Ed__3,7,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TigerAbilityEffect; userData:object; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<Animal>.Awaiter; eatedNum:int,MoveNext():void; SetStateMachine():void; OnInit():void; ProcessInstDesc():string; OnActive():UniTask; OnPrey():UniTask,,1693
Abilities\TigerTalismanAbilityEffect.cs,Abilities,TigerTalismanAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TigerTalismanAbilityEffect,0,1,,OnActive():UniTask,,262
Abilities\TigerTalismanAbilityEffectParams.cs,Abilities,TigerTalismanAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TigerTalismanAbilityEffectParams,1,0,money:int,,,135
Abilities\TigerToothAmuletAbilityEffect.cs,Abilities,TigerToothAmuletAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TigerToothAmuletAbilityEffect,1,3,TigerToothAmuletCountKey:string,OnInit():void; OnDestroy():void; SetItemActive():void,,391
Abilities\TigerToothAmuletAbilityEffectParams.cs,Abilities,TigerToothAmuletAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TigerToothAmuletAbilityEffectParams,1,0,count:int,,,180
Abilities\TimeBossAbilityEffect.cs,Abilities,TimeBossAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TimeBossAbilityEffect; struct _003CAddTick_003Ed__3; struct _003COnActive_003Ed__2,16,9,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; animal:Animal; tickTrigger:ITickTrigger; tick:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TimeBossAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003Ctasks_003E5__3:List<UniTask>; _003ChasActive_003E5__4:bool; _003C_003E7__wrap4:List<Animal>.Enumerator; _003Canimal_003E5__6:Animal; _003CtickTrigger_003E5__7:ITickTrigger; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; AddTick():UniTask; OnTickEvent():void,,2972
Abilities\TimeBossEffectParams.cs,Abilities,TimeBossEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TimeBossEffectParams,3,0,tick:int; isAllField:bool; money:int,,,174
Abilities\TimeCatAbilityEffect.cs,Abilities,TimeCatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TimeCatAbilityEffect; struct _003CNextTick_003Ed__1; struct _003COnActive_003Ed__0,12,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; animal:Animal; tickTrigger:ITickTrigger; _003C_003E4__this:TimeCatAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TimeCatAbilityEffect; _003Ctasks_003E5__2:List<UniTask>; _003Canimals_003E5__3:List<Animal>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnActive():UniTask; NextTick():UniTask,,2586
Abilities\TimeCatAbilityEffectParams.cs,Abilities,TimeCatAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TimeCatAbilityEffectParams,1,0,tick:int,,,128
Abilities\TinnedSpinachAbilityEffect.cs,Abilities,TinnedSpinachAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TinnedSpinachAbilityEffect,1,1,EffectId:int,OnActive():UniTask,,270
Abilities\TitanosaurAbilityEffect.cs,Abilities,TitanosaurAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TitanosaurAbilityEffect; struct _003COnDayUpdate_003Ed__5,6,8,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TitanosaurAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; fossil:BigInteger; floatingTarget:HidenFloatingTarget,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnDayUpdate():UniTask; OnAddValue():void; ShowFossilText():void,,1769
Abilities\ToadAbilityEffect.cs,Abilities,ToadAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToadAbilityEffect; struct _003COnActive_003Ed__0,5,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToadAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask; OnRemoved():UniTask,,1459
Abilities\ToadAbilityParams.cs,Abilities,ToadAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToadAbilityParams,2,0,value:int; poisonAbility:AbilitySO,,,181
Abilities\ToastAbilityEffect.cs,Abilities,ToastAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToastAbilityEffect; struct _003CThrow_003Ed__3,6,7,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; target:Animal; _003C_003E4__this:ToastAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; money:BigInteger,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; Throw():UniTask; ShowMoney():void; HideMoney():void,,1629
Abilities\ToastAbilityEffectParams.cs,Abilities,ToastAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToastAbilityEffectParams,1,0,throwSound:SoundSO,,,160
Abilities\ToothpickBirdAbilityEffect.cs,Abilities,ToothpickBirdAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToothpickBirdAbilityEffect,1,1,animals:List<Animal>,OnActive():UniTask,,332
Abilities\ToothpickBirdAbilityEffectParams.cs,Abilities,ToothpickBirdAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToothpickBirdAbilityEffectParams,1,0,money:int,,,135
Abilities\ToriiAbilityEffect.cs,Abilities,ToriiAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToriiAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToriiAbilityEffect; _003ChasActive_003E5__2:bool; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1508
Abilities\ToriiAbilityParams.cs,Abilities,ToriiAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToriiAbilityParams,1,0,prob:float,,,122
Abilities\TortoiseAbilityEffect.cs,Abilities,TortoiseAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TortoiseAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TortoiseAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1316
Abilities\TortoiseAndRabbitAbilityEffect.cs,Abilities,TortoiseAndRabbitAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TortoiseAndRabbitAbilityEffect; struct _003COnActive_003Ed__1,6,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TortoiseAndRabbitAbilityEffect; _003Ccount_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; animals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1479
Abilities\TortoiseAndRabbitAbilityEffectParams.cs,Abilities,TortoiseAndRabbitAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TortoiseAndRabbitAbilityEffectParams,1,0,money:int,,,139
Abilities\TortoiseShellAbilityEffect.cs,Abilities,TortoiseShellAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TortoiseShellAbilityEffect,1,1,targets:List<Animal>,OnActive():UniTask,,332
Abilities\TortoiseShellAbilityEffectParams.cs,Abilities,TortoiseShellAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TortoiseShellAbilityEffectParams,1,0,money:int,,,135
Abilities\ToyAbility.cs,Abilities,ToyAbility.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class ToyAbility; class ToyAbility; struct _003COnAfterShopping_003Ed__5; struct _003COnGameInit_003Ed__2; struct _003COnGameStart_003Ed__3; struct _003COnStageStart_003Ed__4,18,12,Data:T; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbility; _003C_003Eu__1:UniTask.Awaiter; Owner:Toy,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnGameInit():UniTask; OnGameStart():UniTask; OnStageStart():UniTask; OnAfterShopping():UniTask,,4430
Abilities\ToyAbilityComp.cs,Abilities,ToyAbilityComp.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class ToyAbilityComp; struct _003COnAfterShopping_003Ed__3; struct _003COnGameInit_003Ed__0; struct _003COnGameStart_003Ed__1; struct _003COnStageStart_003Ed__2,20,13,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ToyAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnGameInit():UniTask; OnGameStart():UniTask; OnStageStart():UniTask; OnAfterShopping():UniTask; Create():ToyAbilityComp,,4550
Abilities\ToyCollectionEventEffect.cs,Abilities,ToyCollectionEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToyCollectionEventEffect,0,2,,OnActive():UniTask; OnCareerUpdate():void,,286
Abilities\ToyEffect.cs,Abilities,ToyEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToyEffect; class ToyEffect,1,4,Owner:Toy,OnGameInit():UniTask; OnGameStart():UniTask; OnStageStart():UniTask; OnAfterShopping():UniTask,,612
Abilities\ToyExpEventEffect.cs,Abilities,ToyExpEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToyExpEventEffect,0,1,,OnCareerUpdate():void,,167
Abilities\ToyExpEventParams.cs,Abilities,ToyExpEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToyExpEventParams,1,0,exp:int,,,122
Abilities\ToyMouseAbilityEffect.cs,Abilities,ToyMouseAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ToyMouseAbilityEffect,1,1,gridPostList:List<Vector2Int>,OnActive():UniTask,,322
Abilities\TrashBagAbilityEffect.cs,Abilities,TrashBagAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TrashBagAbilityEffect,1,3,money:int,OnInit():void; OnActive():UniTask; OnSold():void,,424
Abilities\TrashBagAbilityEffectParams.cs,Abilities,TrashBagAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TrashBagAbilityEffectParams,2,0,initMoney:int; stepMoney:int,,,161
Abilities\TreasureAbilityEffect.cs,Abilities,TreasureAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TreasureAbilityEffect,1,3,rng:Rng,OnActive():UniTask; GetCustomRemoveGold():int; OnRemoved():UniTask,,466
Abilities\TreasureAbilityEffectParams.cs,Abilities,TreasureAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TreasureAbilityEffectParams,1,0,removeGold:int,,,135
Abilities\TributePermitAbilityEffect.cs,Abilities,TributePermitAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TributePermitAbilityEffect,0,1,,OnActive():UniTask,,256
Abilities\TributePermitAbilityParams.cs,Abilities,TributePermitAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TributePermitAbilityParams,1,0,money:int,,,129
Abilities\TriceratopsAbilityEffect.cs,Abilities,TriceratopsAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TriceratopsAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TriceratopsAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1354
Abilities\TriceratopsAbilityEffectParams.cs,Abilities,TriceratopsAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TriceratopsAbilityEffectParams,1,0,money:int,,,133
Abilities\TriggerTypeAttribute.cs,Abilities,TriggerTypeAttribute.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class TriggerTypeAttribute,1,0,TriggerType:AbilityTriggerType,,,325
Abilities\TrypophobiaTherapyDeviceAbilityEffect.cs,Abilities,TrypophobiaTherapyDeviceAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TrypophobiaTherapyDeviceAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TrypophobiaTherapyDeviceAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1470
Abilities\TrypophobiaTherapyDeviceAbilityParams.cs,Abilities,TrypophobiaTherapyDeviceAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TrypophobiaTherapyDeviceAbilityParams,1,0,money:int,,,140
Abilities\TumblerEffect.cs,Abilities,TumblerEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TumblerEffect,0,1,,OnActive():UniTask,,235
Abilities\TumblerEffectParams.cs,Abilities,TumblerEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TumblerEffectParams,2,0,count:int; interest:int,,,148
Abilities\TyrannosaurusAbilityEffect.cs,Abilities,TyrannosaurusAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class TyrannosaurusAbilityEffect; struct _003COnActive_003Ed__2; struct _003COnPrey_003Ed__4,14,9,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:TyrannosaurusAbilityEffect; _003Ccount_003E5__2:int; _003ChasEat_003E5__3:bool; _003C_003E7__wrap3:List<Animal>.Enumerator; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; eaten:Animal; _003C_003E4__this:TyrannosaurusAbilityEffect; _003Ccoords_003E5__2:MapCoords; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnCheckTarget():bool; OnPrey():UniTask,,2848
Abilities\UnexpectedGainAbilityEffect.cs,Abilities,UnexpectedGainAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnexpectedGainAbilityEffect,1,3,remainFossil:BigInteger,OnInit():void; OnDestroy():void; OnActive():UniTask,,480
Abilities\UnexpectedGainAbilityEffectParams.cs,Abilities,UnexpectedGainAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnexpectedGainAbilityEffectParams,2,0,fossil:int; gold:int,,,204
